Country,Fatalities,Year,
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,6,2002 
Israel,3,2002 
Israel,3,2002 
Israel,1,2002 
Israel,6,2002 
Israel,2,2002 
Israel,4,2002 
Israel,1,2002 
Israel,2,2002 
Israel,0,2002 
Israel,1,2002 
Israel,3,2002 
Israel,9,2002 
Israel,2,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,17,2002 
Israel,5,2002 
Israel,4,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,9,2002 
Israel,2,2002 
Israel,2,2002 
Israel,3,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,5,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,5,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,0,2002 
Israel,16,2002 
Israel,4,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,0,2002 
Israel,2,2002 
Israel,12,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,5,2002 
Israel,11,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,6,2002 
Israel,1,2002 
Israel,2,2002 
Israel,10,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,4,2002 
Israel,2,2002 
Israel,1,2002 
Israel,3,2002 
Israel,2,2002 
Israel,0,2002 
Israel,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,0,2002 
Israel,0,2002 
Israel,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,4,2002 
Israel,0,2002 
Israel,1,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,0,2002 
Israel,1,2002 
Israel,0,2002 
Israel,8,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,0,2002 
Israel,1,2002 
Israel,19,2002 
Israel,1,2002 
Israel,1,2002 
Israel,14,2002 
Israel,11,2002 
Israel,3,2002 
Israel,0,2002 
Turkey,4,1989 
Turkey,1,2002 
Turkey,2,2002 
Turkey,1,2002 
Turkey,1,2002 
Turkey,2,2002 
Israel,1,2002 
Israel,6,2004 
Israel,4,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,6,2002 
Israel,4,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,2,2002 
Israel,11,2002 
Israel,2,2002 
Israel,4,2002 
Israel,1,2002 
Israel,1,2002 
Israel,6,2002 
Israel,6,2002 
Israel,2,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Turkey,2,2002 
Israel,6,2002 
Israel,1,2002 
Israel,0,2002 
Israel,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,0,2002 
Israel,0,2002 
Israel,29,2002 
Israel,2,2002 
Israel,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,0,2002 
Israel,0,2002 
Lebanon,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,4,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,4,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,0,2002 
Israel,1,2002 
Israel,2,2002 
Israel,4,2002 
Israel,4,2002 
Israel,7,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,5,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,4,2002 
Israel,7,2002 
Israel,10,2002 
Israel,3,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,3,2002 
Israel,7,2002 
Israel,3,2002 
Israel,1,2002 
Israel,3,2002 
Israel,2,2002 
Israel,0,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,4,2002 
Israel,14,2002 
Israel,3,2002 
Israel,1,2002 
Israel,14,2002 
Israel,4,2002 
Israel,5,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,2,2003 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,3,2002 
Israel,8,2002 
Israel,2,2003 
Israel,3,2002 
Israel,2,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,4,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,5,2002 
Israel,2,2002 
Israel,15,2002 
Israel,2,2002 
Israel,2,2002 
Israel,0,2002 
Israel,2,2002 
Israel,1,2002 
Israel,4,2002 
Israel,4,2002 
Israel,2,2002 
Israel,1,2002 
Israel,3,2002 
Israel,6,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,14,2002 
Israel,8,2002 
Israel,1,2002 
Israel,6,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,3,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,4,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,16,2002 
Israel,1,2002 
Israel,2,2002 
Israel,3,2002 
Israel,2,2002 
Israel,4,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,6,2002 
Israel,3,2002 
Israel,3,2002 
Israel,1,2002 
Israel,6,2002 
Israel,2,2002 
Israel,4,2002 
Israel,1,2002 
Israel,2,2002 
Israel,0,2002 
Israel,1,2002 
Israel,3,2002 
Israel,9,2002 
Israel,2,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,17,2002 
Israel,5,2002 
Israel,4,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,9,2002 
Israel,2,2002 
Israel,2,2002 
Israel,3,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,5,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,5,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,0,2002 
Israel,16,2002 
Israel,4,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,0,2002 
Israel,2,2002 
Israel,12,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,5,2002 
Israel,11,2002 
Israel,2,2002 
Israel,2,2002 
Israel,1,2002 
Israel,6,2002 
Israel,1,2002 
Israel,2,2002 
Israel,10,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,1,2002 
Israel,3,2002 
Israel,1,2002 
Israel,4,2002 
Israel,2,2002 
Israel,1,2002 
Israel,3,2002 
Israel,2,2002 
Israel,0,2002 
Israel,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,0,2002 
Israel,0,2002 
Israel,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,4,2002 
Israel,0,2002 
Israel,1,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,0,2002 
Israel,1,2002 
Israel,0,2002 
Israel,8,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,0,2002 
Israel,0,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,1,2002 
Israel,2,2002 
Israel,1,2002 
Israel,0,2002 
Israel,1,2002 
Israel,19,2002 
Israel,1,2002 
Israel,1,2002 
Israel,14,2002 
Israel,11,2002 
Israel,3,2002 
Turkey,3,2002 
Israel,0,2002 
Iraq,21,2002 
Iraq,29,2002 
Iraq,7,2002 
Iraq,28,2002 
